Year,School ID,School Name,Network,Governance,School Type,Community Area,Unit,School,Total,PE,PK,K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12
2005-2006,610250,Salazar Bilingual,,,,,6720.0,Salazar Bilingual,372.0,,,,38.0,40.0,51.0,30.0,44.0,38.0,24.0,28.0,0.0,0.0,0.0,0.0
2005-2006,610162,Schiller,,,,,5760.0,Schiller,434.0,,,,33.0,43.0,41.0,43.0,46.0,58.0,33.0,46.0,0.0,0.0,0.0,0.0
2005-2006,610164,Schneider,,,,,5790.0,Schneider,205.0,,,,24.0,21.0,20.0,15.0,19.0,25.0,16.0,19.0,0.0,0.0,0.0,0.0
2005-2006,610197,Talcott,,,,,6140.0,Talcott,526.0,,,,48.0,63.0,42.0,50.0,57.0,53.0,46.0,66.0,0.0,0.0,0.0,0.0
2005-2006,609797,Beidler,,,,,2250.0,Beidler,555.0,,,,64.0,53.0,60.0,49.0,66.0,69.0,65.0,57.0,0.0,0.0,0.0,0.0
2005-2006,609812,"Brown, W.",,,,,2400.0,"Brown, W.",290.0,,,,29.0,18.0,33.0,25.0,25.0,34.0,41.0,41.0,0.0,0.0,0.0,0.0
2005-2006,610243,Calhoun North,,,,,6610.0,Calhoun North,525.0,,,,64.0,62.0,64.0,45.0,57.0,50.0,41.0,47.0,0.0,0.0,0.0,0.0
2005-2006,610251,Cather,,,,,6730.0,Cather,253.0,,,,23.0,26.0,23.0,25.0,20.0,42.0,29.0,26.0,0.0,0.0,0.0,0.0
2005-2006,609881,Delano,,,,,3000.0,Delano,555.0,,,,48.0,47.0,58.0,61.0,56.0,58.0,37.0,52.0,0.0,0.0,0.0,0.0
2005-2006,610252,Dett,,,,,6740.0,Dett,447.0,,,,42.0,48.0,53.0,36.0,49.0,48.0,48.0,46.0,0.0,0.0,0.0,0.0
2005-2006,609888,Dodge,,,,,3050.0,Dodge,417.0,,,,39.0,31.0,46.0,33.0,52.0,54.0,46.0,32.0,0.0,0.0,0.0,0.0
2005-2006,610055,Faraday,,,,,4640.0,Faraday,457.0,,,,51.0,47.0,58.0,41.0,55.0,45.0,48.0,58.0,0.0,0.0,0.0,0.0
2005-2006,609915,Foundations,,,,,3310.0,Foundations,130.0,,,,6.0,12.0,13.0,17.0,16.0,16.0,9.0,16.0,0.0,0.0,0.0,0.0
2005-2006,610348,Goldblatt,,,,,7840.0,Goldblatt,488.0,,,,50.0,42.0,53.0,43.0,54.0,72.0,44.0,46.0,0.0,0.0,0.0,0.0
2005-2006,609985,Hefferan,,,,,3910.0,Hefferan,471.0,,,,55.0,45.0,57.0,43.0,52.0,49.0,46.0,51.0,0.0,0.0,0.0,0.0
2005-2006,609989,Herbert,,,,,3950.0,Herbert,419.0,,,,40.0,47.0,44.0,42.0,44.0,47.0,36.0,41.0,0.0,0.0,0.0,0.0
2005-2006,610241,Marconi,,,,,6590.0,Marconi,346.0,,,,30.0,40.0,34.0,27.0,39.0,45.0,30.0,32.0,0.0,0.0,0.0,0.0
2005-2006,610079,Morse,,,,,4900.0,Morse,386.0,,,,47.0,61.0,45.0,67.0,59.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-2006,610257,Morton,,,,,6800.0,Morton,262.0,,,,14.0,16.0,15.0,11.0,20.0,27.0,58.0,62.0,0.0,0.0,0.0,0.0
2005-2006,609999,Nia,,,,,4050.0,Nia,65.0,,,,0.0,0.0,0.0,0.0,9.0,9.0,18.0,29.0,0.0,0.0,0.0,0.0
2005-2006,610308,Rudolph Lrng Ctr,,,,,7350.0,Rudolph Lrng Ctr,86.0,,,,17.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-2006,610154,Ryerson,,,,,5680.0,Ryerson,547.0,,,,58.0,64.0,83.0,42.0,67.0,67.0,41.0,32.0,0.0,0.0,0.0,0.0
2005-2006,610405,Suder Montessori,,,,,6340.0,Suder Montessori,72.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-2006,610194,Sumner,,,,,6110.0,Sumner,541.0,,,,50.0,59.0,58.0,54.0,54.0,65.0,70.0,56.0,0.0,0.0,0.0,0.0
2005-2006,610202,Tilton,,,,,6210.0,Tilton,568.0,,,,50.0,52.0,76.0,50.0,65.0,73.0,52.0,56.0,0.0,0.0,0.0,0.0
2005-2006,610133,"Ward, L.",,,,,5470.0,"Ward, L.",513.0,,,,44.0,49.0,64.0,56.0,54.0,57.0,58.0,59.0,0.0,0.0,0.0,0.0
2005-2006,610365,Bethune,,,,,8020.0,Bethune,364.0,,,,33.0,31.0,31.0,40.0,45.0,38.0,35.0,45.0,0.0,0.0,0.0,0.0
2005-2006,609851,Chalmers,,,,,2740.0,Chalmers,306.0,,,,35.0,20.0,36.0,26.0,28.0,37.0,24.0,33.0,0.0,0.0,0.0,0.0
2005-2006,609873,Crown,,,,,2940.0,Crown,362.0,,,,27.0,35.0,30.0,48.0,35.0,60.0,25.0,39.0,0.0,0.0,0.0,0.0
2005-2006,610254,Dvorak,,,,,6760.0,Dvorak,675.0,,,,64.0,58.0,74.0,79.0,68.0,75.0,68.0,58.0,0.0,0.0,0.0,0.0
2005-2006,609907,Ericson,,,,,3240.0,Ericson,698.0,,,,76.0,88.0,91.0,75.0,70.0,72.0,55.0,61.0,0.0,0.0,0.0,0.0
2005-2006,610341,Frazier,,,,,7780.0,Frazier,473.0,,,,42.0,47.0,57.0,17.0,47.0,56.0,37.0,44.0,0.0,0.0,0.0,0.0
2005-2006,609954,Gregory,,,,,3660.0,Gregory,550.0,,,,56.0,50.0,67.0,58.0,58.0,52.0,70.0,60.0,0.0,0.0,0.0,0.0
2005-2006,609966,Hammond,,,,,3750.0,Hammond,446.0,,,,57.0,54.0,62.0,52.0,51.0,52.0,45.0,0.0,0.0,0.0,0.0,0.0
2005-2006,610240,Henson,,,,,6570.0,Henson,276.0,,,,34.0,23.0,32.0,30.0,20.0,26.0,21.0,28.0,0.0,0.0,0.0,0.0
2005-2006,609991,Herzl,,,,,3970.0,Herzl,826.0,,,,70.0,70.0,87.0,74.0,83.0,84.0,76.0,51.0,0.0,0.0,0.0,0.0
2005-2006,610005,"Hughes, C.",,,,,4110.0,"Hughes, C.",409.0,,,,41.0,57.0,32.0,42.0,38.0,44.0,37.0,52.0,0.0,0.0,0.0,0.0
2005-2006,610121,Irving,,,,,5350.0,Irving,520.0,,,,52.0,55.0,53.0,57.0,59.0,51.0,55.0,52.0,0.0,0.0,0.0,0.0
2005-2006,610271,Jensen,,,,,6920.0,Jensen,550.0,,,,49.0,48.0,66.0,67.0,49.0,52.0,54.0,47.0,0.0,0.0,0.0,0.0
2005-2006,610274,Johnson,,,,,6940.0,Johnson,540.0,,,,59.0,45.0,52.0,39.0,45.0,59.0,44.0,64.0,0.0,0.0,0.0,0.0
2005-2006,609925,Kellman,,,,,3410.0,Kellman,306.0,,,,32.0,29.0,30.0,28.0,33.0,32.0,28.0,34.0,0.0,0.0,0.0,0.0
2005-2006,610023,King EL,,,,,4310.0,King EL,336.0,,,,34.0,28.0,36.0,26.0,29.0,47.0,32.0,42.0,0.0,0.0,0.0,0.0
2005-2006,610253,Lathrop,,,,,6750.0,Lathrop,442.0,,,,38.0,46.0,49.0,36.0,47.0,47.0,53.0,38.0,0.0,0.0,0.0,0.0
2005-2006,610034,Lawndale,,,,,4430.0,Lawndale,591.0,,,,57.0,47.0,62.0,58.0,69.0,78.0,55.0,64.0,0.0,0.0,0.0,0.0
2005-2006,610056,Mason,,,,,4650.0,Mason,838.0,,,,84.0,69.0,105.0,72.0,89.0,81.0,78.0,95.0,0.0,0.0,0.0,0.0
2005-2006,610293,Melody,,,,,7190.0,Melody,548.0,,,,53.0,58.0,66.0,41.0,52.0,45.0,53.0,42.0,0.0,0.0,0.0,0.0
2005-2006,610273,Paderewski,,,,,6930.0,Paderewski,357.0,,,,21.0,30.0,40.0,50.0,50.0,35.0,29.0,39.0,0.0,0.0,0.0,0.0
2005-2006,610123,Penn,,,,,5370.0,Penn,549.0,,,,51.0,58.0,61.0,44.0,63.0,68.0,48.0,47.0,0.0,0.0,0.0,0.0
2005-2006,610131,Plamondon,,,,,5450.0,Plamondon,216.0,,,,28.0,25.0,24.0,26.0,25.0,19.0,19.0,20.0,0.0,0.0,0.0,0.0
2005-2006,610134,Pope,,,,,5480.0,Pope,221.0,,,,22.0,23.0,18.0,24.0,21.0,37.0,33.0,26.0,0.0,0.0,0.0,0.0
2005-2006,610221,Webster,,,,,6380.0,Webster,587.0,,,,50.0,52.0,69.0,50.0,56.0,73.0,42.0,46.0,0.0,0.0,0.0,0.0
2005-2006,609771,Abbott,,,,,2010.0,Abbott,120.0,,,,7.0,14.0,12.0,9.0,15.0,20.0,14.0,22.0,0.0,0.0,0.0,0.0
2005-2006,609777,Armour,,,,,2070.0,Armour,482.0,,,,64.0,49.0,48.0,56.0,42.0,45.0,55.0,45.0,0.0,0.0,0.0,0.0
2005-2006,609867,Cooper,,,,,2890.0,Cooper,883.0,,,,137.0,131.0,122.0,117.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-2006,609894,Drake,,,,,3100.0,Drake,408.0,,,,39.0,49.0,37.0,35.0,55.0,41.0,33.0,56.0,0.0,0.0,0.0,0.0
2005-2006,610009,Galileo,,,,,4160.0,Galileo,611.0,,,,66.0,66.0,69.0,66.0,66.0,62.0,64.0,63.0,0.0,0.0,0.0,0.0
2005-2006,609940,Gladstone,,,,,3540.0,Gladstone,417.0,,,,35.0,28.0,44.0,42.0,50.0,58.0,60.0,54.0,0.0,0.0,0.0,0.0
2005-2006,609959,Haines,,,,,3700.0,Haines,752.0,,,,74.0,77.0,77.0,77.0,80.0,90.0,82.0,95.0,0.0,0.0,0.0,0.0
2005-2006,609979,Healy,,,,,3880.0,Healy,1319.0,,,,125.0,146.0,136.0,137.0,129.0,157.0,139.0,141.0,0.0,0.0,0.0,0.0
2005-2006,609996,Holden,,,,,4020.0,Holden,665.0,,,,68.0,69.0,71.0,63.0,61.0,74.0,68.0,84.0,0.0,0.0,0.0,0.0
2005-2006,610060,"Jackson, A.",,,,,4690.0,"Jackson, A.",542.0,,,,60.0,64.0,63.0,62.0,62.0,64.0,55.0,57.0,0.0,0.0,0.0,0.0
2005-2006,610015,Jungman,,,,,4230.0,Jungman,459.0,,,,47.0,45.0,41.0,53.0,55.0,46.0,46.0,46.0,0.0,0.0,0.0,0.0
2005-2006,610335,KIPP - CYVA,,,,,7710.0,KIPP - CYVA,76.0,,,,0.0,0.0,0.0,0.0,27.0,26.0,23.0,0.0,0.0,0.0,0.0,0.0
2005-2006,610062,Mcclellan,,,,,4710.0,Mcclellan,279.0,,,,30.0,26.0,25.0,17.0,36.0,30.0,27.0,27.0,0.0,0.0,0.0,0.0
2005-2006,610071,Medill,,,,,4810.0,Medill,248.0,,,,20.0,35.0,26.0,35.0,32.0,29.0,24.0,0.0,0.0,0.0,0.0,0.0
2005-2006,610075,Montefiore,,,,,4860.0,Montefiore,105.0,,,,11.0,0.0,0.0,0.0,0.0,19.0,30.0,45.0,0.0,0.0,0.0,0.0
2005-2006,610231,Natl Teachers Acad,,,,,6480.0,Natl Teachers Acad,666.0,,,,73.0,51.0,95.0,66.0,58.0,82.0,44.0,66.0,0.0,0.0,0.0,0.0
2005-2006,610329,Orozco,,,,,7610.0,Orozco,776.0,,,,26.0,29.0,30.0,29.0,31.0,180.0,225.0,226.0,0.0,0.0,0.0,0.0
2005-2006,609872,Perez,,,,,2930.0,Perez,575.0,,,,49.0,61.0,47.0,65.0,56.0,59.0,51.0,55.0,0.0,0.0,0.0,0.0
2005-2006,610129,Pickard,,,,,5430.0,Pickard,685.0,,,,81.0,54.0,80.0,68.0,68.0,69.0,62.0,66.0,0.0,0.0,0.0,0.0
2005-2006,610013,Pilsen,,,,,4210.0,Pilsen,566.0,,,,74.0,51.0,64.0,66.0,71.0,86.0,0.0,8.0,0.0,0.0,0.0,0.0
2005-2006,610081,Sheridan Magnet,,,,,4920.0,Sheridan Magnet,510.0,,,,55.0,55.0,56.0,59.0,53.0,59.0,59.0,56.0,0.0,0.0,0.0,0.0
2005-2006,610177,Skinner Classical,,,,,5940.0,Skinner Classical,596.0,,,,87.0,55.0,64.0,64.0,65.0,59.0,54.0,40.0,0.0,0.0,0.0,0.0
2005-2006,610180,"Smyth, J.",,,,,5970.0,"Smyth, J.",595.0,,,,54.0,43.0,58.0,59.0,58.0,69.0,52.0,65.0,0.0,0.0,0.0,0.0
2005-2006,609990,South Loop,,,,,3960.0,South Loop,412.0,,,,50.0,55.0,45.0,34.0,38.0,26.0,21.0,24.0,0.0,0.0,0.0,0.0
2005-2006,610216,Walsh,,,,,6320.0,Walsh,572.0,,,,61.0,77.0,45.0,69.0,57.0,68.0,56.0,40.0,0.0,0.0,0.0,0.0
2005-2006,610217,"Ward, J.",,,,,6330.0,"Ward, J.",502.0,,,,51.0,44.0,42.0,50.0,52.0,58.0,60.0,59.0,0.0,0.0,0.0,0.0
2005-2006,610228,Whittier,,,,,6450.0,Whittier,416.0,,,,49.0,59.0,54.0,57.0,49.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-2006,610336,Williams Middle,,,,,7720.0,Williams Middle,108.0,,,,0.0,0.0,0.0,0.0,0.0,32.0,27.0,33.0,0.0,0.0,0.0,0.0
2005-2006,610232,Williams Multiplex,,,,,6490.0,Williams Multiplex,284.0,,,,45.0,34.0,42.0,40.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-2006,610317,Brighton Park,,,,,7470.0,Brighton Park,907.0,,,,108.0,93.0,104.0,113.0,86.0,96.0,94.0,74.0,0.0,0.0,0.0,0.0
2005-2006,609829,Burroughs,,,,,2540.0,Burroughs,550.0,,,,52.0,47.0,64.0,62.0,60.0,62.0,50.0,48.0,0.0,0.0,0.0,0.0
2005-2006,610024,Cardenas,,,,,4320.0,Cardenas,726.0,,,,152.0,153.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-2006,609826,Castellanos,,,,,2510.0,Castellanos,641.0,,,,0.0,0.0,0.0,134.0,114.0,151.0,121.0,121.0,0.0,0.0,0.0,0.0
2005-2006,610170,Columbia Explorers,,,,,5860.0,Columbia Explorers,1075.0,,,,119.0,131.0,119.0,124.0,128.0,121.0,103.0,99.0,0.0,0.0,0.0,0.0
2005-2006,609870,Corkery,,,,,2910.0,Corkery,679.0,,,,78.0,69.0,75.0,72.0,68.0,90.0,56.0,63.0,0.0,0.0,0.0,0.0
2005-2006,609876,"Davis, N.",,,,,2970.0,"Davis, N.",1763.0,,,,197.0,190.0,210.0,198.0,189.0,200.0,185.0,176.0,0.0,0.0,0.0,0.0
2005-2006,610306,De La Cruz,,,,,7330.0,De La Cruz,244.0,,,,0.0,0.0,0.0,0.0,7.0,28.0,70.0,60.0,0.0,0.0,0.0,0.0
2005-2006,609909,Everett,,,,,3260.0,Everett,364.0,,,,64.0,61.0,50.0,51.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-2006,609967,Finkl,,,,,3760.0,Finkl,634.0,,,,63.0,59.0,60.0,77.0,63.0,79.0,55.0,112.0,0.0,0.0,0.0,0.0
2005-2006,609938,Gary,,,,,3520.0,Gary,1286.0,,,,0.0,0.0,246.0,204.0,226.0,187.0,187.0,148.0,0.0,0.0,0.0,0.0
2005-2006,609958,Gunsaulus,,,,,3690.0,Gunsaulus,691.0,,,,87.0,80.0,83.0,90.0,91.0,66.0,64.0,56.0,0.0,0.0,0.0,0.0
2005-2006,609920,Kanoon Magnet,,,,,3370.0,Kanoon Magnet,739.0,,,,77.0,69.0,75.0,72.0,92.0,103.0,71.0,59.0,0.0,0.0,0.0,0.0
2005-2006,609834,Little Village,,,,,2590.0,Little Village,795.0,,,,91.0,92.0,84.0,79.0,88.0,80.0,65.0,59.0,0.0,0.0,0.0,0.0
2005-2006,610215,Madero Mid,,,,,6310.0,Madero Mid,370.0,,,,0.0,0.0,0.0,0.0,0.0,152.0,111.0,107.0,0.0,0.0,0.0,0.0
2005-2006,610063,McCormick,,,,,4720.0,McCormick,927.0,,,,152.0,133.0,131.0,121.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-2006,610353,McKinley Park,,,,,7880.0,McKinley Park,309.0,,,,29.0,27.0,29.0,31.0,34.0,31.0,32.0,30.0,0.0,0.0,0.0,0.0
2005-2006,609950,Ortiz De Dominguez,,,,,3630.0,Ortiz De Dominguez,779.0,,,,205.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-2006,610125,Ruiz,,,,,5390.0,Ruiz,1023.0,,,,113.0,101.0,119.0,116.0,110.0,104.0,93.0,84.0,0.0,0.0,0.0,0.0
2005-2006,610017,Saucedo,,,,,4250.0,Saucedo,1284.0,,,,123.0,126.0,125.0,133.0,143.0,152.0,124.0,136.0,0.0,0.0,0.0,0.0
2005-2006,610184,Spry,,,,,6010.0,Spry,883.0,,,,98.0,92.0,81.0,80.0,91.0,93.0,78.0,89.0,0.0,0.0,0.0,0.0
2005-2006,609921,Telpochcalli,,,,,3380.0,Telpochcalli,289.0,,,,34.0,24.0,24.0,50.0,29.0,34.0,40.0,24.0,0.0,0.0,0.0,0.0
2005-2006,610227,Whitney,,,,,6440.0,Whitney,1079.0,,,,98.0,110.0,121.0,106.0,112.0,100.0,105.0,108.0,0.0,0.0,0.0,0.0
2005-2006,609973,Zapata,,,,,3820.0,Zapata,833.0,,,,101.0,95.0,92.0,95.0,117.0,77.0,89.0,82.0,0.0,0.0,0.0,0.0
2005-2006,610087,Blair,,,,,4990.0,Blair,84.0,,,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-2006,609832,Byrne,,,,,2570.0,Byrne,676.0,,,,57.0,74.0,76.0,75.0,70.0,87.0,77.0,94.0,0.0,0.0,0.0,0.0
2005-2006,609855,Christopher,,,,,2780.0,Christopher,242.0,,,,24.0,25.0,30.0,39.0,19.0,35.0,36.0,34.0,0.0,0.0,0.0,0.0
2005-2006,609879,Dawes,,,,,2980.0,Dawes,1107.0,,,,121.0,120.0,114.0,118.0,133.0,118.0,123.0,113.0,0.0,0.0,0.0,0.0
2005-2006,609893,Dore,,,,,3080.0,Dore,562.0,,,,64.0,62.0,62.0,76.0,73.0,64.0,54.0,47.0,0.0,0.0,0.0,0.0
2005-2006,610352,Durkin Park,,,,,7870.0,Durkin Park,384.0,,,,45.0,43.0,35.0,41.0,48.0,51.0,45.0,36.0,0.0,0.0,0.0,0.0
2005-2006,609898,Eberhart,,,,,3140.0,Eberhart,1830.0,,,,241.0,211.0,198.0,198.0,201.0,200.0,192.0,196.0,0.0,0.0,0.0,0.0
2005-2006,609903,Edwards,,,,,3200.0,Edwards,1200.0,,,,165.0,129.0,132.0,129.0,133.0,121.0,125.0,107.0,0.0,0.0,0.0,0.0
2005-2006,610057,Fairfield,,,,,4660.0,Fairfield,690.0,,,,91.0,67.0,81.0,85.0,69.0,95.0,74.0,69.0,0.0,0.0,0.0,0.0
2005-2006,609956,Grimes,,,,,3680.0,Grimes,491.0,,,,47.0,46.0,54.0,50.0,58.0,44.0,42.0,65.0,0.0,0.0,0.0,0.0
2005-2006,609960,Hale,,,,,3710.0,Hale,884.0,,,,93.0,73.0,110.0,98.0,108.0,84.0,95.0,112.0,0.0,0.0,0.0,0.0
2005-2006,609807,Hampton,,,,,2350.0,Hampton,765.0,,,,64.0,79.0,65.0,82.0,79.0,99.0,83.0,107.0,0.0,0.0,0.0,0.0
2005-2006,609981,Hearst,,,,,3890.0,Hearst,775.0,,,,88.0,78.0,89.0,82.0,78.0,99.0,73.0,88.0,0.0,0.0,0.0,0.0
2005-2006,610006,Hurley,,,,,4120.0,Hurley,932.0,,,,88.0,103.0,100.0,108.0,88.0,92.0,72.0,157.0,0.0,0.0,0.0,0.0
2005-2006,610026,Kinzie,,,,,4330.0,Kinzie,675.0,,,,50.0,71.0,79.0,67.0,68.0,70.0,80.0,70.0,0.0,0.0,0.0,0.0
2005-2006,610291,Lee,,,,,7170.0,Lee,1102.0,,,,109.0,118.0,141.0,125.0,109.0,111.0,94.0,118.0,0.0,0.0,0.0,0.0
2005-2006,610053,Marquette,,,,,4620.0,Marquette,1774.0,,,,183.0,191.0,200.0,199.0,165.0,209.0,188.0,199.0,0.0,0.0,0.0,0.0
2005-2006,610067,McKay,,,,,4760.0,McKay,1574.0,,,,139.0,165.0,172.0,179.0,173.0,167.0,171.0,186.0,0.0,0.0,0.0,0.0
2005-2006,610404,Midway ,,,,,6410.0,Midway ,222.0,,,,18.0,23.0,29.0,28.0,31.0,30.0,30.0,26.0,0.0,0.0,0.0,0.0
2005-2006,610077,Morrill,,,,,4880.0,Morrill,1063.0,,,,113.0,95.0,117.0,119.0,103.0,138.0,88.0,105.0,0.0,0.0,0.0,0.0
2005-2006,610096,Nightingale,,,,,5090.0,Nightingale,1314.0,,,,141.0,136.0,137.0,143.0,149.0,131.0,103.0,104.0,0.0,0.0,0.0,0.0
2005-2006,610117,Pasteur,,,,,5310.0,Pasteur,1326.0,,,,158.0,146.0,141.0,156.0,145.0,134.0,130.0,130.0,0.0,0.0,0.0,0.0
2005-2006,610120,Peck,,,,,5340.0,Peck,1385.0,,,,167.0,164.0,150.0,124.0,112.0,137.0,124.0,137.0,0.0,0.0,0.0,0.0
2005-2006,610226,Sandoval,,,,,6430.0,Sandoval,1285.0,,,,191.0,168.0,153.0,123.0,123.0,123.0,125.0,111.0,0.0,0.0,0.0,0.0
2005-2006,610157,Sawyer,,,,,5710.0,Sawyer,1967.0,,,,233.0,221.0,234.0,228.0,248.0,220.0,208.0,156.0,0.0,0.0,0.0,0.0
2005-2006,610185,Stevenson,,,,,6030.0,Stevenson,1153.0,,,,123.0,141.0,140.0,137.0,132.0,123.0,104.0,113.0,0.0,0.0,0.0,0.0
2005-2006,610396,Tarkington,,,,,7160.0,Tarkington,928.0,,,,111.0,110.0,97.0,121.0,112.0,113.0,118.0,0.0,0.0,0.0,0.0,0.0
2005-2006,610203,Tonti,,,,,6220.0,Tonti,1059.0,,,,147.0,115.0,139.0,105.0,120.0,105.0,90.0,84.0,0.0,0.0,0.0,0.0
2005-2006,610206,Twain,,,,,6240.0,Twain,1012.0,,,,120.0,106.0,111.0,127.0,102.0,127.0,101.0,121.0,0.0,0.0,0.0,0.0
2005-2006,610161,Bontemps,,,,,5750.0,Bontemps,519.0,,,,60.0,57.0,52.0,66.0,49.0,59.0,44.0,36.0,0.0,0.0,0.0,0.0
2005-2006,609842,Carson,,,,,2660.0,Carson,1292.0,,,,142.0,132.0,144.0,130.0,125.0,122.0,96.0,88.0,0.0,0.0,0.0,0.0
2005-2006,610148,Chavez,,,,,5640.0,Chavez,1004.0,,,,101.0,113.0,104.0,120.0,114.0,90.0,89.0,93.0,0.0,0.0,0.0,0.0
2005-2006,610347,Claremont,,,,,7830.0,Claremont,670.0,,,,80.0,66.0,89.0,75.0,78.0,76.0,78.0,71.0,0.0,0.0,0.0,0.0
2005-2006,609869,Copernicus,,,,,2900.0,Copernicus,496.0,,,,54.0,51.0,51.0,58.0,57.0,51.0,55.0,45.0,0.0,0.0,0.0,0.0
2005-2006,610239,Daley,,,,,6560.0,Daley,952.0,,,,80.0,103.0,117.0,106.0,95.0,108.0,77.0,96.0,0.0,0.0,0.0,0.0
2005-2006,610292,"Davis, M.",,,,,7180.0,"Davis, M.",345.0,,,,78.0,83.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-2006,609897,Earle,,,,,3130.0,Earle,565.0,,,,53.0,55.0,56.0,78.0,57.0,60.0,60.0,68.0,0.0,0.0,0.0,0.0
2005-2006,610319,Evergreen,,,,,7490.0,Evergreen,451.0,,,,0.0,0.0,0.0,0.0,0.0,155.0,152.0,144.0,0.0,0.0,0.0,0.0
2005-2006,609929,Fulton,,,,,3450.0,Fulton,672.0,,,,57.0,50.0,88.0,80.0,66.0,75.0,69.0,62.0,0.0,0.0,0.0,0.0
2005-2006,609913,Goodlow Magnet,,,,,3290.0,Goodlow Magnet,566.0,,,,60.0,60.0,62.0,61.0,52.0,67.0,68.0,51.0,0.0,0.0,0.0,0.0
2005-2006,609952,"Greene, N.",,,,,3650.0,"Greene, N.",818.0,,,,95.0,89.0,117.0,125.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-2006,609964,Hamline,,,,,3740.0,Hamline,835.0,,,,116.0,97.0,100.0,95.0,81.0,91.0,78.0,75.0,0.0,0.0,0.0,0.0
2005-2006,609983,Hedges,,,,,3900.0,Hedges,1042.0,,,,109.0,107.0,118.0,106.0,117.0,118.0,80.0,91.0,0.0,0.0,0.0,0.0
2005-2006,609986,Henderson,,,,,3920.0,Henderson,643.0,,,,69.0,71.0,70.0,48.0,72.0,73.0,67.0,81.0,0.0,0.0,0.0,0.0
2005-2006,609993,Lara,,,,,3980.0,Lara,568.0,,,,82.0,64.0,65.0,61.0,62.0,53.0,37.0,40.0,0.0,0.0,0.0,0.0
2005-2006,610037,Libby,,,,,4470.0,Libby,720.0,,,,70.0,61.0,94.0,71.0,80.0,72.0,69.0,63.0,0.0,0.0,0.0,0.0
2005-2006,610290,Mays,,,,,7150.0,Mays,429.0,,,,56.0,37.0,45.0,40.0,54.0,49.0,41.0,46.0,0.0,0.0,0.0,0.0
2005-2006,610108,O'Toole,,,,,5230.0,O'Toole,789.0,,,,76.0,70.0,94.0,82.0,86.0,93.0,92.0,78.0,0.0,0.0,0.0,0.0
2005-2006,609941,Randolph,,,,,3550.0,Randolph,756.0,,,,69.0,66.0,76.0,95.0,98.0,80.0,68.0,76.0,0.0,0.0,0.0,0.0
2005-2006,610167,Seward,,,,,5820.0,Seward,1006.0,,,,109.0,101.0,107.0,97.0,103.0,113.0,89.0,95.0,0.0,0.0,0.0,0.0
2005-2006,610174,Shields,,,,,5910.0,Shields,1858.0,,,,227.0,216.0,243.0,215.0,203.0,201.0,162.0,150.0,0.0,0.0,0.0,0.0
2005-2006,610249,Talman,,,,,6680.0,Talman,316.0,,,,28.0,31.0,32.0,29.0,31.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0
2005-2006,609781,Attucks,,,,,2100.0,Attucks,409.0,,,,35.0,33.0,47.0,31.0,45.0,64.0,36.0,37.0,0.0,0.0,0.0,0.0
2005-2006,610246,Beasley Magnet,,,,,6660.0,Beasley Magnet,1513.0,,,,152.0,141.0,156.0,160.0,156.0,158.0,158.0,155.0,0.0,0.0,0.0,0.0
2005-2006,610237,Beethoven,,,,,6540.0,Beethoven,506.0,,,,65.0,48.0,46.0,49.0,56.0,67.0,45.0,41.0,0.0,0.0,0.0,0.0
2005-2006,609819,Burke,,,,,2460.0,Burke,252.0,,,,30.0,33.0,39.0,25.0,34.0,43.0,31.0,0.0,0.0,0.0,0.0,0.0
2005-2006,609844,Carter,,,,,2670.0,Carter,522.0,,,,42.0,54.0,56.0,48.0,62.0,76.0,56.0,46.0,0.0,0.0,0.0,0.0
2005-2006,609885,Dewey,,,,,3030.0,Dewey,553.0,,,,67.0,50.0,55.0,50.0,48.0,57.0,56.0,36.0,0.0,0.0,0.0,0.0
2005-2006,609914,Farren,,,,,3300.0,Farren,150.0,,,,13.0,13.0,14.0,10.0,15.0,21.0,14.0,26.0,0.0,0.0,0.0,0.0
2005-2006,609928,Fuller,,,,,3440.0,Fuller,369.0,,,,32.0,37.0,37.0,40.0,35.0,50.0,27.0,41.0,0.0,0.0,0.0,0.0
